,img_name,obj_tag
0,consep_16_8.png,train
1,consep_16_6.png,train
2,consep_12_9.png,train
3,consep_2_11.png,train
4,consep_10_14.png,train
5,consep_3_0.png,train
6,consep_7_0.png,train
7,consep_9_3.png,train
8,consep_9_4.png,train
9,consep_6_15.png,train
10,consep_5_14.png,train
11,consep_6_1.png,train
12,consep_15_10.png,train
13,consep_1_3.png,train
14,consep_12_15.png,train
15,consep_7_10.png,train
16,consep_10_0.png,train
17,consep_4_8.png,train
18,consep_14_4.png,train
19,consep_1_12.png,train
20,consep_10_11.png,train
21,consep_1_15.png,train
22,consep_5_10.png,train
23,consep_3_9.png,train
24,consep_15_13.png,train
25,consep_9_14.png,train
26,consep_3_1.png,train
27,consep_4_6.png,train
28,consep_4_0.png,train
29,consep_10_1.png,train
30,consep_7_12.png,train
31,consep_14_10.png,train
32,consep_7_5.png,train
33,consep_1_13.png,train
34,consep_2_13.png,train
35,consep_7_7.png,train
36,consep_16_15.png,train
37,consep_6_3.png,train
38,consep_14_6.png,train
39,consep_1_14.png,train
40,consep_12_14.png,train
41,consep_5_8.png,train
42,consep_5_3.png,train
43,consep_13_4.png,train
44,consep_11_2.png,train
45,consep_13_12.png,train
46,consep_3_15.png,train
47,consep_14_9.png,train
48,consep_1_11.png,train
49,consep_11_12.png,train
50,consep_13_6.png,train
51,consep_1_10.png,train
52,consep_1_5.png,train
53,consep_5_2.png,train
54,consep_10_4.png,train
55,consep_4_13.png,train
56,consep_10_3.png,train
57,consep_5_13.png,train
58,consep_4_12.png,train
59,consep_8_5.png,train
60,consep_15_11.png,train
61,consep_9_11.png,train
62,consep_4_11.png,train
63,consep_11_6.png,train
64,consep_13_15.png,train
65,consep_4_7.png,train
66,consep_1_9.png,train
67,consep_14_15.png,train
68,consep_4_1.png,train
69,consep_9_7.png,train
70,consep_10_5.png,train
71,consep_3_14.png,train
72,consep_3_3.png,train
73,consep_12_2.png,train
74,consep_11_11.png,train
75,consep_6_5.png,train
76,consep_12_4.png,train
77,consep_2_9.png,train
78,consep_15_1.png,train
79,consep_1_1.png,train
80,consep_11_8.png,train
81,consep_10_15.png,train
82,consep_3_8.png,train
83,consep_12_10.png,train
84,consep_10_13.png,train
85,crag_9_47.png,train
86,crag_52_67.png,train
87,crag_26_63.png,train
88,crag_33_46.png,train
89,crag_2_50.png,train
90,crag_18_52.png,train
91,crag_11_90.png,train
92,crag_31_22.png,train
93,crag_10_1.png,train
94,crag_30_78.png,train
95,crag_2_43.png,train
96,crag_43_90.png,train
97,crag_23_57.png,train
98,crag_47_133.png,train
99,crag_6_18.png,train
100,crag_24_19.png,train
101,crag_29_53.png,train
102,crag_30_12.png,train
103,crag_35_82.png,train
104,crag_2_72.png,train
105,crag_35_59.png,train
106,crag_42_25.png,train
107,crag_12_72.png,train
108,crag_44_83.png,train
109,crag_27_22.png,train
110,crag_1_66.png,train
111,crag_22_112.png,train
112,crag_7_13.png,train
113,crag_26_18.png,train
114,crag_20_58.png,train
115,crag_38_138.png,train
116,crag_8_13.png,train
117,crag_16_141.png,train
118,crag_15_138.png,train
119,crag_15_106.png,train
120,crag_53_73.png,train
121,crag_57_41.png,train
122,crag_31_99.png,train
123,crag_43_83.png,train
124,crag_22_65.png,train
125,crag_58_4.png,train
126,crag_45_128.png,train
127,crag_17_58.png,train
128,crag_3_74.png,train
129,crag_11_41.png,train
130,crag_7_72.png,train
131,crag_17_51.png,train
132,crag_49_22.png,train
133,crag_51_128.png,train
134,crag_46_24.png,train
135,crag_40_43.png,train
136,crag_63_97.png,train
137,crag_21_8.png,train
138,crag_52_37.png,train
139,crag_38_15.png,train
140,crag_5_89.png,train
141,crag_47_120.png,train
142,crag_49_131.png,train
143,crag_23_139.png,train
144,crag_64_102.png,train
145,crag_25_25.png,train
146,crag_10_125.png,train
147,crag_26_42.png,train
148,crag_49_96.png,train
149,crag_56_10.png,train
150,crag_32_125.png,train
151,crag_18_47.png,train
152,crag_37_14.png,train
153,crag_23_91.png,train
154,crag_45_77.png,train
155,crag_35_44.png,train
156,crag_9_67.png,train
157,crag_24_86.png,train
158,crag_26_64.png,train
159,crag_21_91.png,train
160,crag_2_100.png,train
161,crag_19_2.png,train
162,crag_35_43.png,train
163,crag_29_36.png,train
164,crag_58_24.png,train
165,crag_61_44.png,train
166,crag_8_101.png,train
167,crag_9_72.png,train
168,crag_37_63.png,train
169,crag_27_48.png,train
170,crag_48_60.png,train
171,crag_13_22.png,train
172,crag_41_40.png,train
173,crag_3_41.png,train
174,crag_38_28.png,train
175,crag_28_87.png,train
176,crag_12_12.png,train
177,crag_11_2.png,train
178,crag_28_99.png,train
179,crag_64_87.png,train
180,crag_25_48.png,train
181,crag_7_60.png,train
182,crag_38_13.png,train
183,crag_22_59.png,train
184,crag_1_134.png,train
185,crag_5_119.png,train
186,crag_59_32.png,train
187,crag_12_11.png,train
188,crag_10_110.png,train
189,crag_33_137.png,train
190,crag_6_118.png,train
191,crag_54_36.png,train
192,crag_7_93.png,train
193,crag_26_59.png,train
194,crag_46_140.png,train
195,crag_47_3.png,train
196,crag_42_138.png,train
197,crag_17_131.png,train
198,crag_60_14.png,train
199,crag_61_123.png,train
200,crag_11_110.png,train
201,crag_19_94.png,train
202,crag_35_38.png,train
203,crag_20_130.png,train
204,crag_38_120.png,train
205,crag_34_138.png,train
206,crag_33_94.png,train
207,crag_60_8.png,train
208,crag_4_66.png,train
209,crag_24_91.png,train
210,crag_53_118.png,train
211,crag_54_9.png,train
212,crag_22_123.png,train
213,crag_46_105.png,train
214,crag_20_103.png,train
215,crag_10_63.png,train
216,crag_19_6.png,train
217,crag_8_32.png,train
218,crag_38_38.png,train
219,crag_35_88.png,train
220,crag_12_143.png,train
221,crag_17_95.png,train
222,crag_57_128.png,train
223,crag_40_109.png,train
224,crag_51_113.png,train
225,crag_29_45.png,train
226,crag_35_132.png,train
227,crag_40_102.png,train
228,crag_19_19.png,train
229,crag_5_64.png,train
230,crag_43_137.png,train
231,crag_13_48.png,train
232,crag_61_4.png,train
233,crag_42_58.png,train
234,crag_53_60.png,train
235,crag_34_13.png,train
236,crag_31_61.png,train
237,crag_61_75.png,train
238,crag_21_138.png,train
239,crag_56_35.png,train
240,crag_48_55.png,train
241,crag_8_69.png,train
242,crag_18_67.png,train
243,crag_37_22.png,train
244,crag_56_87.png,train
245,crag_50_139.png,train
246,crag_27_131.png,train
247,crag_7_66.png,train
248,crag_5_99.png,train
249,crag_8_121.png,train
250,crag_33_16.png,train
251,crag_60_27.png,train
252,crag_14_64.png,train
253,crag_55_31.png,train
254,crag_4_122.png,train
255,crag_29_24.png,train
256,crag_9_114.png,train
257,crag_4_21.png,train
258,crag_63_69.png,train
259,crag_50_116.png,train
260,crag_10_104.png,train
261,crag_63_94.png,train
262,crag_29_62.png,train
263,crag_17_65.png,train
264,crag_53_45.png,train
265,crag_47_126.png,train
266,crag_59_129.png,train
267,crag_17_57.png,train
268,crag_8_117.png,train
269,crag_15_25.png,train
270,crag_21_13.png,train
271,crag_30_64.png,train
272,crag_9_78.png,train
273,crag_60_103.png,train
274,crag_13_32.png,train
275,crag_7_112.png,train
276,crag_12_59.png,train
277,crag_60_1.png,train
278,crag_9_2.png,train
279,crag_28_46.png,train
280,crag_51_98.png,train
281,crag_16_89.png,train
282,crag_26_35.png,train
283,crag_9_118.png,train
284,crag_18_110.png,train
285,crag_11_59.png,train
286,crag_32_72.png,train
287,crag_15_133.png,train
288,crag_2_64.png,train
289,crag_42_111.png,train
290,crag_17_93.png,train
291,crag_19_11.png,train
292,crag_22_27.png,train
293,crag_55_140.png,train
294,crag_64_120.png,train
295,crag_15_17.png,train
296,crag_60_85.png,train
297,crag_52_21.png,train
298,crag_14_55.png,train
299,crag_54_53.png,train
300,crag_19_15.png,train
